Date : 2025-10-16 11:53:10
Directory : /Users/lucaswhelan/nesolagus-suite
Total : 404 files,  94685 codes, 1900 comments, 7533 blanks, all 104118 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/src/lib/xlsx-parser.ts                         | TypeScript         |        135 |          3 |         30 |        168 |
| /Users/lucaswhelan/nesolagus-suite/nesolagus-dashboard/Nesolagus-dashboard/tsconfig.json                                  | JSON with Comments |         43 |          0 |          1 |         44 |
| /Users/lucaswhelan/nesolagus-suite/package-lock.json                                                                      | JSON               |     17,385 |          0 |          1 |     17,386 |
| /Users/lucaswhelan/nesolagus-suite/package.json                                                                           | JSON               |         47 |          0 |          1 |         48 |
| /Users/lucaswhelan/nesolagus-suite/packages/config/README.md                                                              | Markdown           |         30 |          0 |         12 |         42 |
| /Users/lucaswhelan/nesolagus-suite/packages/config/package.json                                                           | JSON               |         23 |          0 |          1 |         24 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/package.json                                                | JSON               |         29 |          0 |          1 |         30 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/src/components/FunnelChart.tsx                              | TypeScript JSX     |         92 |          0 |         12 |        104 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/src/components/InsightHighlight.tsx                         | TypeScript JSX     |         93 |          0 |          9 |        102 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/src/components/KpiStatCard.tsx                              | TypeScript JSX     |        159 |          0 |          5 |        164 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/src/components/SegmentDonut.tsx                             | TypeScript JSX     |        151 |          0 |         13 |        164 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/src/index.ts                                                | TypeScript         |          9 |          0 |          1 |         10 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/src/theme.ts                                                | TypeScript         |         38 |          0 |          4 |         42 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/tsconfig.build.json                                         | JSON               |         10 |          0 |          1 |         11 |
| /Users/lucaswhelan/nesolagus-suite/packages/dashboard-widgets/tsconfig.json                                               | JSON with Comments |         16 |          0 |          1 |         17 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/README.md                                                   | Markdown           |         62 |          0 |         21 |         83 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/package.json                                                | JSON               |         34 |          0 |          1 |         35 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/ProgressBar.tsx                              | TypeScript JSX     |        170 |          1 |         17 |        188 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionRenderer.tsx                         | TypeScript JSX     |         63 |          2 |         17 |         82 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/ContactForm.tsx                | TypeScript JSX     |         92 |          0 |         13 |        105 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/Demographics.tsx               | TypeScript JSX     |        292 |          6 |         31 |        329 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/FinalMessage.tsx               | TypeScript JSX     |         65 |          0 |          6 |         71 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/MixedMedia.tsx                 | TypeScript JSX     |        207 |          3 |         21 |        231 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/MultiChoice.tsx                | TypeScript JSX     |        161 |          6 |         17 |        184 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/QuickReply.tsx                 | TypeScript JSX     |        139 |          1 |         15 |        155 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/Scale.tsx                      | TypeScript JSX     |        159 |          2 |         18 |        179 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/SemanticDifferential.tsx       | TypeScript JSX     |        146 |          0 |         17 |        163 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/SingleChoice.tsx               | TypeScript JSX     |        239 |          4 |         21 |        264 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/TextInput.tsx                  | TypeScript JSX     |        148 |          2 |         14 |        164 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/VideoAskQuestion.tsx           | TypeScript JSX     |        169 |          6 |         26 |        201 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/VideoAutoplay.tsx              | TypeScript JSX     |        324 |         15 |         33 |        372 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/VideoRecorder.tsx              | TypeScript JSX     |        152 |          3 |         18 |        173 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/QuestionTypes/YesNo.tsx                      | TypeScript JSX     |         57 |          0 |          6 |         63 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/TypingIndicator.tsx                          | TypeScript JSX     |         91 |          1 |         10 |        102 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/components/WelcomeScreen.tsx                            | TypeScript JSX     |        154 |          0 |         17 |        171 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/index.ts                                                | TypeScript         |         19 |          5 |          3 |         27 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/types/styled.d.ts                                       | TypeScript         |         71 |          0 |          2 |         73 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/src/types/survey.ts                                         | TypeScript         |         81 |          0 |          7 |         88 |
| /Users/lucaswhelan/nesolagus-suite/packages/survey-components/tsconfig.json                                               | JSON with Comments |         22 |          0 |          1 |         23 |
| /Users/lucaswhelan/nesolagus-suite/scripts/README.md                                                                      | Markdown           |        237 |          0 |         90 |        327 |
| /Users/lucaswhelan/nesolagus-suite/scripts/deploy-client.sh                                                               | Shell Script       |        113 |         27 |         32 |        172 |
| /Users/lucaswhelan/nesolagus-suite/scripts/generate.js                                                                    | JavaScript         |        210 |         17 |         39 |        266 |
| /Users/lucaswhelan/nesolagus-suite/scripts/test-client.sh                                                                 | Shell Script       |         70 |         17 |         18 |        105 |
| /Users/lucaswhelan/nesolagus-suite/scripts/validate.js                                                                    | JavaScript         |        268 |         28 |         48 |        344 |
| /Users/lucaswhelan/nesolagus-suite/studio/DOCKER_SETUP.md                                                                 | Markdown           |        222 |          0 |        105 |        327 |
| /Users/lucaswhelan/nesolagus-suite/studio/PHASE_2.1_COMPLETE.md                                                           | Markdown           |        263 |          0 |         82 |        345 |
| /Users/lucaswhelan/nesolagus-suite/studio/PHASE_2.2_COMPLETE.md                                                           | Markdown           |        375 |          0 |         96 |        471 |
| /Users/lucaswhelan/nesolagus-suite/studio/PHASE_2_PLAN.md                                                                 | Markdown           |        318 |          0 |         92 |        410 |
| /Users/lucaswhelan/nesolagus-suite/studio/README.md                                                                       | Markdown           |        128 |          0 |         31 |        159 |
| /Users/lucaswhelan/nesolagus-suite/studio/SETUP.md                                                                        | Markdown           |        214 |          0 |         87 |        301 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/api/clients/[slug]/theme/route.ts                                           | TypeScript         |        106 |         11 |         12 |        129 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/api/drafts/[id]/preview-data/route.ts                                       | TypeScript         |        103 |          0 |         10 |        113 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/api/drafts/[id]/preview-data/seed/route.ts                                  | TypeScript         |         82 |          0 |          9 |         91 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/api/drafts/[id]/route.ts                                                    | TypeScript         |        167 |          1 |         17 |        185 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/api/generate/route.ts                                                       | TypeScript         |        157 |         22 |         21 |        200 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/clients/[slug]/theme/page.tsx                                               | TypeScript JSX     |         48 |          3 |          7 |         58 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/clients/page.tsx                                                            | TypeScript JSX     |        184 |          4 |          5 |        193 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/dashboard/[id]/page.tsx                                                     | TypeScript JSX     |        104 |          0 |         10 |        114 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/flow/[id]/page.tsx                                                          | TypeScript JSX     |         89 |          2 |         10 |        101 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/generate/page.tsx                                                           | TypeScript JSX     |        205 |          6 |         30 |        241 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/layout.tsx                                                                  | TypeScript JSX     |         34 |          0 |          4 |         38 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/page.tsx                                                                    | TypeScript JSX     |        104 |          4 |          8 |        116 |
| /Users/lucaswhelan/nesolagus-suite/studio/app/preview/[draftId]/page.tsx                                                  | TypeScript JSX     |         45 |          2 |          8 |         55 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/dashboard/CanvasWidgetPreview.tsx                                    | TypeScript JSX     |        113 |          0 |         10 |        123 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/dashboard/DashboardCanvas.tsx                                        | TypeScript JSX     |        221 |          4 |         22 |        247 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/dashboard/DashboardEditor.tsx                                        | TypeScript JSX     |        245 |          5 |         20 |        270 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/dashboard/WidgetInspector.tsx                                        | TypeScript JSX     |        325 |          0 |         25 |        350 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/dashboard/catalog.ts                                                 | TypeScript         |        165 |          0 |         10 |        175 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/dashboard/palette.ts                                                 | TypeScript         |         34 |          0 |          3 |         37 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/AIRegenerationPanel.tsx                                         | TypeScript JSX     |        172 |          3 |         21 |        196 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/BlockEditPanel.tsx                                              | TypeScript JSX     |        160 |          2 |         16 |        178 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/BlockNode.tsx                                                   | TypeScript JSX     |         86 |         11 |         12 |        109 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/BlockTypeSelector.tsx                                           | TypeScript JSX     |         90 |          0 |          9 |         99 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/ConditionalLogicBuilder.tsx                                     | TypeScript JSX     |        260 |          4 |         23 |        287 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/FlowEditor.tsx                                                  | TypeScript JSX     |        300 |         27 |         53 |        380 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/editors/ChoiceEditor.tsx                                        | TypeScript JSX     |        139 |          0 |         14 |        153 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/editors/MessageEditor.tsx                                       | TypeScript JSX     |         71 |          0 |          7 |         78 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/editors/ScaleEditor.tsx                                         | TypeScript JSX     |         70 |          0 |          7 |         77 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/editors/TextInputEditor.tsx                                     | TypeScript JSX     |         54 |          0 |          6 |         60 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/layout.ts                                                       | TypeScript         |        284 |         49 |         45 |        378 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/flow/types.ts                                                        | TypeScript         |        116 |         17 |          8 |        141 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/generation/DocumentUpload.tsx                                        | TypeScript JSX     |        130 |          4 |         16 |        150 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/generation/GeneratedSurveyView.tsx                                   | TypeScript JSX     |        331 |         15 |         25 |        371 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/generation/GenerationForm.tsx                                        | TypeScript JSX     |        159 |          5 |         22 |        186 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/generation/GenerationProgress.tsx                                    | TypeScript JSX     |         73 |          3 |          7 |         83 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/layout/AppHeader.tsx                                                 | TypeScript JSX     |         88 |          3 |          8 |         99 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/layout/ThemeProvider.tsx                                             | TypeScript JSX     |          7 |          0 |          3 |         10 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/preview/DeviceToggle.tsx                                             | TypeScript JSX     |         32 |          0 |          6 |         38 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/preview/InlineThemeEditor.tsx                                        | TypeScript JSX     |        314 |         11 |         24 |        349 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/preview/MessageHistory.tsx                                           | TypeScript JSX     |         83 |          1 |         11 |         95 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/preview/PreviewRenderer.tsx                                          | TypeScript JSX     |        424 |         29 |         62 |        515 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/preview/SurveyPreview.tsx                                            | TypeScript JSX     |        139 |          6 |         16 |        161 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/preview/TestModePanel.tsx                                            | TypeScript JSX     |        153 |          6 |         19 |        178 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/theme/ThemeEditor.tsx                                                | TypeScript JSX     |        296 |         12 |         33 |        341 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/badge.tsx                                                         | TypeScript JSX     |         31 |          0 |          5 |         36 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/button.tsx                                                        | TypeScript JSX     |         52 |          0 |          5 |         57 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/card.tsx                                                          | TypeScript JSX     |         71 |          0 |          8 |         79 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/input.tsx                                                         | TypeScript JSX     |         21 |          0 |          4 |         25 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/label.tsx                                                         | TypeScript JSX     |         20 |          0 |          4 |         24 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/progress.tsx                                                      | TypeScript JSX     |         23 |          0 |          3 |         26 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/scroll-area.tsx                                                   | TypeScript JSX     |         42 |          0 |          5 |         47 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/select.tsx                                                        | TypeScript JSX     |        145 |          0 |         14 |        159 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/separator.tsx                                                     | TypeScript JSX     |         26 |          0 |          3 |         29 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/sheet.tsx                                                         | TypeScript JSX     |        124 |          0 |         15 |        139 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/switch.tsx                                                        | TypeScript JSX     |         24 |          0 |          4 |         28 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/tabs.tsx                                                          | TypeScript JSX     |         47 |          0 |          6 |         53 |
| /Users/lucaswhelan/nesolagus-suite/studio/components/ui/textarea.tsx                                                      | TypeScript JSX     |         20 |          0 |          4 |         24 |
| /Users/lucaswhelan/nesolagus-suite/studio/data/db.json                                                                    | JSON               |        196 |          0 |          0 |        196 |
| /Users/lucaswhelan/nesolagus-suite/studio/design-document.md                                                              | Markdown           |        189 |          0 |         91 |        280 |
| /Users/lucaswhelan/nesolagus-suite/studio/docker-compose.yml                                                              | YAML               |         43 |         20 |          6 |         69 |
| /Users/lucaswhelan/nesolagus-suite/studio/docs/CONVERSION.md                                                              | Markdown           |        559 |          0 |        119 |        678 |
| /Users/lucaswhelan/nesolagus-suite/studio/docs/QUESTION_TYPES.md                                                          | Markdown           |        522 |          0 |        142 |        664 |
| /Users/lucaswhelan/nesolagus-suite/studio/hooks/useDashboardPreview.ts                                                    | TypeScript         |         88 |          0 |          9 |         97 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/brand.ts                                                                    | TypeScript         |        139 |         17 |         24 |        180 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/dashboardPreview.ts                                                         | TypeScript         |        131 |          0 |         21 |        152 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/dashboardPreviewLLM.ts                                                      | TypeScript         |        396 |          0 |         46 |        442 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/db.ts                                                                       | TypeScript         |          9 |          3 |          6 |         18 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/pipeline-adapter.ts                                                         | TypeScript         |         87 |         20 |         12 |        119 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/preview-api.ts                                                              | TypeScript         |         55 |         13 |         14 |         82 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/survey-theme.ts                                                             | TypeScript         |         68 |          1 |          1 |         70 |
| /Users/lucaswhelan/nesolagus-suite/studio/lib/utils.ts                                                                    | TypeScript         |         40 |         15 |          7 |         62 |
| /Users/lucaswhelan/nesolagus-suite/studio/next-env.d.ts                                                                   | TypeScript         |          0 |          4 |          2 |          6 |
| /Users/lucaswhelan/nesolagus-suite/studio/next.config.js                                                                  | JavaScript         |         24 |          6 |          7 |         37 |
| /Users/lucaswhelan/nesolagus-suite/studio/package-lock.json                                                               | JSON               |         12 |          0 |          1 |         13 |
| /Users/lucaswhelan/nesolagus-suite/studio/package.json                                                                    | JSON               |         79 |          0 |          1 |         80 |
| /Users/lucaswhelan/nesolagus-suite/studio/postcss.config.js                                                               | JavaScript         |          6 |          0 |          1 |          7 |
| /Users/lucaswhelan/nesolagus-suite/studio/prd.md                                                                          | Markdown           |        201 |          0 |        145 |        346 |
| /Users/lucaswhelan/nesolagus-suite/studio/prisma/migrations/20251013224611_new/migration.sql                              | MS SQL             |         67 |         18 |         22 |        107 |
| /Users/lucaswhelan/nesolagus-suite/studio/prisma/migrations/20251014011949_add_client_theme/migration.sql                 | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/lucaswhelan/nesolagus-suite/studio/prisma/migrations/20251015000657_add_flow_layout/migration.sql                  | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/lucaswhelan/nesolagus-suite/studio/prisma/migrations/20251016164042_add_dashboard_preview/migration.sql            | MS SQL             |          4 |          2 |          2 |          8 |
| /Users/lucaswhelan/nesolagus-suite/studio/prisma/migrations/20251016183954_add_dashboard_preview/migration.sql            | MS SQL             |          2 |          7 |          1 |         10 |
| /Users/lucaswhelan/nesolagus-suite/studio/prisma/migrations/20251017100000_add_dashboard_preview_responses/migration.sql  | MS SQL             |          2 |          1 |          1 |          4 |
| /Users/lucaswhelan/nesolagus-suite/studio/scripts/cli.js                                                                  | JavaScript         |         56 |          0 |          9 |         65 |
| /Users/lucaswhelan/nesolagus-suite/studio/scripts/init-db.sh                                                              | Shell Script       |          3 |         10 |          6 |         19 |
| /Users/lucaswhelan/nesolagus-suite/studio/scripts/web.js                                                                  | JavaScript         |        413 |          1 |          9 |        423 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/contracts/survey-config.schema.json                                         | JSON               |        238 |          0 |          2 |        240 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/contracts/types.js                                                          | JavaScript         |          1 |         43 |          9 |         53 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/llm/index.js                                                                | JavaScript         |         64 |         11 |          7 |         82 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/index.js                                                           | JavaScript         |         53 |         15 |         13 |         81 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/convertToEngineFormat.js                                     | JavaScript         |        255 |         80 |         59 |        394 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/draftQuestions.js                                            | JavaScript         |        107 |          7 |          9 |        123 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/extractBrief.js                                              | JavaScript         |         75 |          8 |          9 |         92 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/generateSurveyDirect.js                                      | JavaScript         |        406 |          7 |         36 |        449 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/structureToConfig.js                                         | JavaScript         |        199 |         47 |         43 |        289 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/pipeline/steps/validateAndRepair.js                                         | JavaScript         |         48 |         10 |          9 |         67 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/utils/id.js                                                                 | JavaScript         |          6 |          0 |          3 |          9 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/utils/loadEnv.js                                                            | JavaScript         |         29 |          7 |         10 |         46 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/validation/duration.js                                                      | JavaScript         |         48 |          8 |          7 |         63 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/validation/jsonSchemaValidator.js                                           | JavaScript         |         21 |          1 |          3 |         25 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/validation/lints.js                                                         | JavaScript         |        105 |         28 |         15 |        148 |
| /Users/lucaswhelan/nesolagus-suite/studio/src/validation/validator.js                                                     | JavaScript         |         63 |          8 |          9 |         80 |
| /Users/lucaswhelan/nesolagus-suite/studio/styled.d.ts                                                                     | TypeScript         |         51 |          0 |          2 |         53 |
| /Users/lucaswhelan/nesolagus-suite/studio/styles/globals.css                                                              | PostCSS            |         98 |         13 |         25 |        136 |
| /Users/lucaswhelan/nesolagus-suite/studio/survey.config.json                                                              | JSON               |        133 |          0 |          0 |        133 |
| /Users/lucaswhelan/nesolagus-suite/studio/tailwind.config.ts                                                              | TypeScript         |        103 |          0 |          3 |        106 |
| /Users/lucaswhelan/nesolagus-suite/studio/tsconfig.json                                                                   | JSON with Comments |         31 |          0 |          1 |         32 |
| /Users/lucaswhelan/nesolagus-suite/studio/tsconfig.tsbuildinfo                                                            | JSON               |          1 |          0 |          0 |          1 |
| Total                                                                                                                     |                    |     94,685 |      1,900 |      7,533 |    104,118 |
+---------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
